## 1.1.1
## assembly	: /project/elk_bison_genomics/Masonbrink/07_blobtools2juiced/FirstScaffoldsStep0.FINAL.fasta
## coverage	 bam0 - /project/elk_bison_genomics/Masonbrink/07_blobtools2juiced/FirstScaffoldsStep0.FINAL.AllFastq_sorted.bam
## taxonomy	 tax0 - /project/elk_bison_genomics/Masonbrink/07_blobtools2juiced/AllBlasts.out
## nodesDB	: None
## taxrule	: bestsum
## min_score	: 0.0
## min_diff	: 0.0
## tax_collision_random	: False
##
# name	length	GC	N	bam0	phylum.t.6%s	phylum.s.7%s	phylum.c.8
HiC_scaffold_10838	382	0.5393	0	12.9599	Chordata	1971.4	1
HiC_scaffold_10839	382	0.5288	0	12.9599	Chordata	3399.0	1
HiC_scaffold_10840	382	0.5707	0	25.9198	Chordata	3466.0	1
HiC_scaffold_10841	382	0.4974	0	25.9198	Chordata	2496.9	1
HiC_scaffold_10842	382	0.5183	0	0.0	Chordata	3117.0	1
HiC_scaffold_10843	382	0.5157	0	12.9599	Chordata	1493.0	1
HiC_scaffold_10844	382	0.5183	0	51.8396	Chordata	3468.0	1
HiC_scaffold_10845	382	0.4267	0	0.0	Chordata	5314.0	1
HiC_scaffold_10846	382	0.5105	0	12.9599	Chordata	2425.0	1
HiC_scaffold_10847	382	0.445	0	0.0	Nematoda	4875.0	0
HiC_scaffold_10848	382	0.5393	0	0.0	Chordata	2955.0	1
HiC_scaffold_10849	382	0.5314	0	0.0	Chordata	3329.0	1
HiC_scaffold_10850	382	0.5497	0	0.0	Chordata	2359.0	1
HiC_scaffold_10851	382	0.5157	0	12.9599	Chordata	2829.0	1
HiC_scaffold_10852	382	0.4974	0	0.0	Chordata	2682.0	1
HiC_scaffold_10853	382	0.3979	0	0.0	Chordata	5861.0	0
HiC_scaffold_10854	382	0.5524	0	12.9599	Chordata	3873.0	1
HiC_scaffold_10855	382	0.5209	0	0.0	Chordata	3220.0	1
HiC_scaffold_10856	382	0.5236	0	12.9599	Chordata	3717.0	1
HiC_scaffold_10857	381	0.315	0	0.0	Chordata	6728.0	0
HiC_scaffold_10858	381	0.5276	0	25.9878	Chordata	2749.4000000000005	1
HiC_scaffold_10859	381	0.5276	0	12.9939	Chordata	3761.0	1
HiC_scaffold_10860	381	0.5617	0	25.9878	Chordata	2537.0	1
HiC_scaffold_10861	381	0.5249	0	0.0	Chordata	2273.0	1
HiC_scaffold_10862	381	0.5459	0	0.0	Chordata	2618.0	1
HiC_scaffold_10863	381	0.5538	0	0.0	Chordata	1869.0	1
HiC_scaffold_10864	381	0.5459	0	77.9634	Chordata	1961.0	1
HiC_scaffold_10865	381	0.5328	0	64.9695	Chordata	3475.8	1
HiC_scaffold_10866	381	0.5223	0	0.0	Chordata	2738.0	1
HiC_scaffold_10867	381	0.3123	0	0.0	Chordata	5655.0	0
HiC_scaffold_10868	381	0.5197	0	12.9939	Chordata	3225.0	1
HiC_scaffold_10869	381	0.5118	0	0.0	Chordata	3524.0	1
HiC_scaffold_10870	381	0.5276	0	0.0	Chordata	3051.1	1
HiC_scaffold_10871	381	0.5486	0	0.0	Chordata	3698.0	1
HiC_scaffold_10872	381	0.5354	0	0.0	Chordata	3088.0	1
HiC_scaffold_10873	381	0.5486	0	0.0	Chordata	2445.0	1
HiC_scaffold_10874	381	0.5486	0	12.9939	Chordata	2027.0	1
HiC_scaffold_10875	381	0.5459	0	0.0	Chordata	2170.0	0
HiC_scaffold_10876	381	0.5512	0	64.9695	Chordata	1860.0	1
HiC_scaffold_10877	381	0.399	0	0.0	Chordata	6249.0	0
HiC_scaffold_10878	381	0.5617	0	0.0	Chordata	3404.0	1
HiC_scaffold_10879	381	0.5381	0	12.9939	Chordata	3730.0	1
HiC_scaffold_10880	381	0.5564	0	0.0	Chordata	3592.0	1
HiC_scaffold_10881	381	0.5354	0	0.0	Chordata	1973.0	1
HiC_scaffold_10882	381	0.5328	0	0.0	Chordata	3508.3	1
HiC_scaffold_10883	381	0.5302	0	0.0	Chordata	2156.3999999999996	1
HiC_scaffold_10884	381	0.5354	0	12.9939	Chordata	2732.3	1
HiC_scaffold_10885	381	0.5407	0	25.9878	Chordata	2304.0	1
HiC_scaffold_10886	381	0.5276	0	12.9939	Chordata	2724.0	1
HiC_scaffold_10887	381	0.5459	0	12.9939	Chordata	2512.0	1
HiC_scaffold_10888	381	0.5407	0	0.0	Chordata	3023.0	1
HiC_scaffold_10889	381	0.5433	0	12.9939	Chordata	2131.0	1
HiC_scaffold_10890	381	0.5538	0	12.9939	Chordata	3314.0	1
HiC_scaffold_10891	381	0.5302	0	0.0	Chordata	2490.0	1
HiC_scaffold_10892	381	0.5144	0	12.9939	Chordata	2123.6	1
HiC_scaffold_10893	381	0.5617	0	0.0	Chordata	2344.0	1
HiC_scaffold_10894	381	0.5486	0	0.0	Chordata	2691.0	1
HiC_scaffold_10895	381	0.5433	0	0.0	Chordata	2721.0	1
HiC_scaffold_10896	381	0.5512	0	0.0	Chordata	3192.0	1
HiC_scaffold_10897	381	0.5249	0	0.0	Chordata	2549.0	1
HiC_scaffold_10898	381	0.5433	0	12.9939	Chordata	3128.0	1
HiC_scaffold_10899	381	0.4199	0	0.0	Chordata	6080.0	0
HiC_scaffold_10900	381	0.5249	0	12.9939	Chordata	2360.0	1
HiC_scaffold_10901	381	0.5171	0	0.0	Chordata	2288.0	1
HiC_scaffold_10902	381	0.5328	0	0.0	Chordata	2996.2	1
HiC_scaffold_10903	381	0.5354	0	12.9939	Chordata	3352.0	1
HiC_scaffold_10904	381	0.5249	0	0.0	Chordata	2660.5	1
HiC_scaffold_10905	381	0.3937	0	0.0	Chordata	3826.0	0
HiC_scaffold_10906	381	0.5092	0	25.9878	Chordata	2871.0	1
HiC_scaffold_10907	381	0.5564	0	25.9878	Chordata	3871.0	0
HiC_scaffold_10908	381	0.5538	0	0.0	Chordata	3835.0	1
HiC_scaffold_10909	381	0.5276	0	25.9878	Chordata	2619.0	1
HiC_scaffold_10910	381	0.5171	0	0.0	Chordata	3092.8	1
HiC_scaffold_10911	381	0.5538	0	0.0	Chordata	3311.0	1
HiC_scaffold_10912	381	0.5118	0	0.0	Chordata	2683.4	1
HiC_scaffold_10913	381	0.5486	0	12.9939	Chordata	1994.0	1
HiC_scaffold_10914	381	0.5486	0	0.0	Chordata	3572.0	1
HiC_scaffold_10915	381	0.5302	0	25.9878	Chordata	2970.0	1
HiC_scaffold_10916	381	0.5433	0	0.0	Chordata	3469.0	1
HiC_scaffold_10917	381	0.5249	0	12.9939	Chordata	3302.0	1
HiC_scaffold_10918	381	0.5591	0	12.9939	Chordata	2465.0	0
HiC_scaffold_10919	381	0.5564	0	0.0	Chordata	2490.0	1
HiC_scaffold_10920	381	0.5354	0	12.9939	Chordata	3375.0	1
HiC_scaffold_10921	381	0.5276	0	12.9939	Chordata	3142.0	1
HiC_scaffold_10922	381	0.5118	0	0.0	Chordata	2917.0	1
HiC_scaffold_10923	381	0.3806	0	0.0	Chordata	4192.0	0
HiC_scaffold_10924	381	0.5302	0	0.0	Chordata	3103.0	0
HiC_scaffold_10925	381	0.5092	0	0.0	Chordata	2905.0	1
HiC_scaffold_10926	381	0.5538	0	38.9817	Chordata	2196.0	1
HiC_scaffold_10927	381	0.5538	0	12.9939	Chordata	4009.0	1
HiC_scaffold_10928	381	0.5118	0	38.9817	Chordata	3480.0	1
HiC_scaffold_10929	381	0.5144	0	25.9878	Chordata	3413.0	1
HiC_scaffold_10930	381	0.5197	0	0.0	Chordata	3516.0	1
HiC_scaffold_10931	381	0.5381	0	38.9817	Chordata	3673.0	0
HiC_scaffold_10932	381	0.5197	0	0.0	Chordata	3082.0	1
HiC_scaffold_10933	381	0.5564	0	0.0	Chordata	2095.0	1
HiC_scaffold_10934	381	0.4383	0	0.0	Chordata	5855.0	0
HiC_scaffold_10935	381	0.5302	0	38.9817	Chordata	2541.7	1
HiC_scaffold_10936	381	0.5643	0	25.9878	Chordata	2096.0	1
HiC_scaffold_10937	381	0.4173	0	0.0	Chordata	4575.0	0
HiC_scaffold_10938	381	0.5381	0	0.0	Chordata	2560.0	1
HiC_scaffold_10939	381	0.5486	0	25.9878	Chordata	4100.0	1
HiC_scaffold_10940	381	0.4593	0	0.0	Chordata	3762.0	0
HiC_scaffold_10941	381	0.5433	0	12.9939	Chordata	2065.0	1
HiC_scaffold_10942	381	0.4226	0	0.0	Chordata	5777.0	0
HiC_scaffold_10943	381	0.5617	0	25.9878	Chordata	3316.0	1
HiC_scaffold_10944	381	0.5407	0	12.9939	Chordata	2570.0	1
HiC_scaffold_10945	381	0.5564	0	0.0	Chordata	2574.0	1
HiC_scaffold_10946	381	0.5092	0	25.9878	Chordata	2671.1	1
HiC_scaffold_10947	381	0.5407	0	0.0	Chordata	2019.0	1
HiC_scaffold_10948	381	0.5354	0	25.9878	Chordata	3706.0	1
HiC_scaffold_10949	381	0.5538	0	0.0	Chordata	3457.0	1
HiC_scaffold_10950	381	0.5591	0	12.9939	Chordata	3351.0	1
HiC_scaffold_10951	381	0.5486	0	12.9939	Chordata	3856.0	1
HiC_scaffold_10952	380	0.5421	0	26.0562	Chordata	3867.0	1
HiC_scaffold_10953	380	0.5474	0	0.0	Chordata	3212.0	1
HiC_scaffold_10954	380	0.5579	0	0.0	Chordata	3847.0	0
HiC_scaffold_10955	380	0.4974	0	0.0	no-hit	0.0	0
HiC_scaffold_10956	380	0.55	0	0.0	Chordata	2073.0	1
HiC_scaffold_10957	380	0.5263	0	0.0	Chordata	3421.0	1
HiC_scaffold_10958	380	0.55	0	13.0281	Chordata	2039.0	1
HiC_scaffold_10959	380	0.5632	0	13.0281	Chordata	2678.0	1
HiC_scaffold_10960	380	0.5316	0	0.0	Chordata	2918.0	1
HiC_scaffold_10961	380	0.5184	0	26.0562	Chordata	2203.0	1
HiC_scaffold_10962	380	0.55	0	0.0	Chordata	2305.0	1
HiC_scaffold_10963	380	0.5342	0	0.0	Chordata	2255.0	1
HiC_scaffold_10964	380	0.5237	0	0.0	Chordata	3352.0	1
HiC_scaffold_10965	380	0.5184	0	0.0	Chordata	3698.0	1
HiC_scaffold_10966	380	0.5368	0	13.0281	Chordata	2055.0	1
HiC_scaffold_10967	380	0.5263	0	0.0	Chordata	2882.0	1
HiC_scaffold_10968	380	0.5263	0	0.0	Chordata	2774.0	1
HiC_scaffold_10969	380	0.5316	0	13.0281	Chordata	3451.0	1
HiC_scaffold_10970	380	0.5105	0	0.0	Chordata	3335.0	1
HiC_scaffold_10971	380	0.5553	0	26.0562	Chordata	3725.0	1
HiC_scaffold_10972	380	0.5526	0	39.0843	Chordata	4008.0	1
HiC_scaffold_10973	380	0.5289	0	39.0843	Chordata	2952.0	1
HiC_scaffold_10974	380	0.3816	0	0.0	Chordata	4704.0	0
HiC_scaffold_10975	380	0.5553	0	0.0	Chordata	3732.0	1
HiC_scaffold_10976	380	0.5289	0	0.0	Chordata	3362.0	1
HiC_scaffold_10977	380	0.55	0	0.0	Chordata	3843.0	1
HiC_scaffold_10978	380	0.55	0	0.0	Chordata	2855.0	1
HiC_scaffold_10979	380	0.5079	0	13.0281	Chordata	2771.0	1
HiC_scaffold_10980	380	0.4211	0	0.0	Chordata	5291.0	1
HiC_scaffold_10981	380	0.5447	0	13.0281	Chordata	2746.0	1
HiC_scaffold_10982	380	0.4368	0	13.0281	Chordata	5702.0	0
HiC_scaffold_10983	380	0.5237	0	0.0	Chordata	3364.0	1
HiC_scaffold_10984	380	0.5263	0	0.0	Chordata	2079.3	1
HiC_scaffold_10985	380	0.5211	0	0.0	Chordata	2550.0	1
HiC_scaffold_10986	380	0.5763	0	13.0281	Chordata	3368.0	1
HiC_scaffold_10987	380	0.5711	0	13.0281	Chordata	3290.0	1
HiC_scaffold_10988	380	0.5079	0	0.0	Chordata	3294.0	1
HiC_scaffold_10989	380	0.5158	0	0.0	Chordata	1162.0	1
HiC_scaffold_10990	380	0.5421	0	26.0562	Chordata	3418.0	1
HiC_scaffold_10991	380	0.5395	0	0.0	Chordata	3425.0	1
HiC_scaffold_10992	380	0.5632	0	13.0281	Chordata	3565.0	1
HiC_scaffold_10993	380	0.5053	0	0.0	Chordata	2884.0	1
HiC_scaffold_10994	380	0.4132	0	0.0	Chordata	4992.0	1
HiC_scaffold_10995	380	0.5342	0	0.0	Chordata	3523.0	1
HiC_scaffold_10996	380	0.5	0	13.0281	Chordata	2630.0	1
HiC_scaffold_10997	380	0.4211	0	0.0	Chordata	5642.0	1
HiC_scaffold_10998	380	0.5447	0	0.0	Chordata	2327.0	1
HiC_scaffold_10999	380	0.5184	0	0.0	Chordata	2900.0	1
HiC_scaffold_11000	380	0.5289	0	0.0	Chordata	1716.0	1
HiC_scaffold_11001	380	0.3974	0	0.0	Chordata	5312.0	0
HiC_scaffold_11002	380	0.5842	0	0.0	Chordata	2804.0	1
HiC_scaffold_11003	380	0.5632	0	13.0281	Chordata	3742.0	1
HiC_scaffold_11004	380	0.5395	0	0.0	Chordata	2529.0	1
HiC_scaffold_11005	380	0.5132	0	13.0281	Chordata	2850.2	1
HiC_scaffold_11006	380	0.5395	0	13.0281	Chordata	3348.0	1
HiC_scaffold_11007	380	0.5211	0	0.0	Chordata	1586.0	1
HiC_scaffold_11008	380	0.4184	0	0.0	Chordata	4650.0	1
HiC_scaffold_11009	380	0.5447	0	39.0843	Chordata	2379.0	1
HiC_scaffold_11010	380	0.5395	0	0.0	Chordata	2583.0	0
HiC_scaffold_11011	380	0.5184	0	13.0281	Chordata	2499.8999999999996	1
HiC_scaffold_11012	380	0.5316	0	13.0281	Chordata	3625.0	1
HiC_scaffold_11013	380	0.5237	0	0.0	Chordata	2177.0	1
HiC_scaffold_11014	380	0.4342	0	13.0281	Chordata	6017.0	0
HiC_scaffold_11015	380	0.5211	0	0.0	Chordata	3135.0	1
HiC_scaffold_11016	380	0.5526	0	0.0	Chordata	3421.0	1
HiC_scaffold_11017	380	0.5605	0	0.0	Chordata	3772.0	0
HiC_scaffold_11018	380	0.5289	0	13.0281	Chordata	2413.0	1
HiC_scaffold_11019	380	0.5079	0	26.0562	Chordata	2860.0	1
HiC_scaffold_11020	380	0.5211	0	39.0843	Chordata	2577.0	1
HiC_scaffold_11021	380	0.55	0	26.0562	Chordata	2414.0	1
HiC_scaffold_11022	380	0.5605	0	26.0562	Chordata	2399.0	1
HiC_scaffold_11023	379	0.533	0	0.0	Chordata	2427.0	1
HiC_scaffold_11024	379	0.533	0	26.125	Chordata	2542.0	1
HiC_scaffold_11025	379	0.5594	0	0.0	Chordata	2611.0	1
HiC_scaffold_11026	379	0.4987	0	26.125	Chordata	2363.0	1
HiC_scaffold_11027	379	0.4934	0	0.0	no-hit	0.0	0
HiC_scaffold_11028	379	0.5515	0	26.125	Chordata	3640.0	1
HiC_scaffold_11029	379	0.5488	0	0.0	Chordata	3886.0	1
HiC_scaffold_11030	379	0.5383	0	13.0625	Chordata	3453.0	0
HiC_scaffold_11031	379	0.5594	0	26.125	Chordata	3355.0	1
HiC_scaffold_11032	379	0.5198	0	0.0	Chordata	2837.5	1
HiC_scaffold_11033	379	0.5594	0	13.0625	Chordata	3112.0	1
HiC_scaffold_11034	379	0.5831	0	0.0	Chordata	3400.0	0
HiC_scaffold_11035	379	0.5594	0	0.0	Chordata	3789.0	1
HiC_scaffold_11036	379	0.5251	0	39.1874	Chordata	2631.3999999999996	1
HiC_scaffold_11037	379	0.5409	0	13.0625	Chordata	3617.0	1
HiC_scaffold_11038	379	0.504	0	0.0	Chordata	3088.0	1
HiC_scaffold_11039	379	0.4934	0	0.0	Chordata	2357.0	1
HiC_scaffold_11040	379	0.5277	0	0.0	Chordata	3378.0	1
HiC_scaffold_11041	379	0.4274	0	0.0	Chordata	6348.0	0
HiC_scaffold_11042	379	0.5172	0	0.0	Chordata	2576.0	1
HiC_scaffold_11043	379	0.5567	0	0.0	Chordata	3875.0	1
HiC_scaffold_11044	379	0.5119	0	0.0	Chordata	2123.0	1
HiC_scaffold_11045	379	0.4274	0	0.0	Chordata	4907.0	1
HiC_scaffold_11046	379	0.5172	0	0.0	Chordata	2824.0	1
HiC_scaffold_11047	379	0.5383	0	0.0	Chordata	3465.0	1
HiC_scaffold_11048	379	0.5198	0	26.125	Chordata	3300.0	1
HiC_scaffold_11049	379	0.5488	0	13.0625	Chordata	2316.0	1
HiC_scaffold_11050	379	0.5303	0	0.0	Chordata	3349.0	1
HiC_scaffold_11051	379	0.533	0	0.0	Chordata	3738.0	1
HiC_scaffold_11052	379	0.562	0	0.0	Chordata	4066.0	1
HiC_scaffold_11053	379	0.5172	0	0.0	Chordata	2764.0	1
HiC_scaffold_11054	379	0.562	0	0.0	Chordata	2709.0	1
HiC_scaffold_11055	379	0.5541	0	0.0	Chordata	4101.0	1
HiC_scaffold_11056	379	0.5198	0	13.0625	Chordata	2771.0	1
HiC_scaffold_11057	379	0.5805	0	0.0	Chordata	3637.0	1
HiC_scaffold_11058	379	0.5515	0	13.0625	Chordata	2518.0	1
HiC_scaffold_11059	379	0.533	0	0.0	Chordata	2934.0	1
HiC_scaffold_11060	379	0.5356	0	0.0	Chordata	2240.0	1
HiC_scaffold_11061	379	0.5515	0	0.0	Chordata	2311.0	1
HiC_scaffold_11062	379	0.5277	0	0.0	Chordata	3102.0	1
HiC_scaffold_11063	379	0.5541	0	0.0	Chordata	2507.0	1
HiC_scaffold_11064	379	0.5224	0	0.0	Chordata	2572.0	1
HiC_scaffold_11065	379	0.562	0	0.0	Chordata	4229.0	1
HiC_scaffold_11066	379	0.5541	0	0.0	Chordata	4057.0	1
HiC_scaffold_11067	379	0.5409	0	0.0	Chordata	3386.0	1
HiC_scaffold_11068	379	0.5567	0	13.0625	Chordata	3485.0	1
HiC_scaffold_11069	379	0.5277	0	0.0	Chordata	2306.0	1
HiC_scaffold_11070	379	0.5488	0	13.0625	Chordata	3709.0	1
HiC_scaffold_11071	379	0.5277	0	13.0625	Chordata	2601.0	1
HiC_scaffold_11072	379	0.5409	0	0.0	Chordata	1734.0	1
HiC_scaffold_11073	379	0.5699	0	13.0625	Chordata	2072.0	1
HiC_scaffold_11074	379	0.5488	0	13.0625	Chordata	3862.0	1
HiC_scaffold_11075	379	0.5541	0	0.0	Chordata	3643.0	1
HiC_scaffold_11076	379	0.3219	0	0.0	Chordata	5403.0	1
HiC_scaffold_11077	379	0.5277	0	0.0	Chordata	2341.0	1
HiC_scaffold_11078	379	0.5435	0	0.0	Chordata	3464.0	1
HiC_scaffold_11079	379	0.5462	0	0.0	Chordata	3799.0	1
HiC_scaffold_11080	379	0.5277	0	13.0625	Chordata	3011.0	1
HiC_scaffold_11081	379	0.562	0	13.0625	Chordata	2971.0	1
HiC_scaffold_11082	379	0.5567	0	0.0	Chordata	2774.0	1
HiC_scaffold_11083	379	0.5251	0	0.0	Chordata	2735.0	1
HiC_scaffold_11084	379	0.5435	0	0.0	Chordata	3157.0	1
HiC_scaffold_11085	379	0.5198	0	0.0	Chordata	3694.4	1
HiC_scaffold_11086	379	0.5277	0	0.0	Chordata	2475.0	0
HiC_scaffold_11087	379	0.4459	0	0.0	Chordata	5630.0	1
HiC_scaffold_11088	379	0.5462	0	13.0625	Chordata	2431.0	1
HiC_scaffold_11089	379	0.5699	0	0.0	Chordata	3250.0	1
HiC_scaffold_11090	379	0.5356	0	0.0	Chordata	3136.0	1
HiC_scaffold_11091	379	0.5251	0	13.0625	Chordata	3028.0	1
HiC_scaffold_11092	379	0.5383	0	0.0	Chordata	2390.0	1
HiC_scaffold_11093	379	0.5303	0	0.0	Chordata	2206.0	1
HiC_scaffold_11094	379	0.5567	0	0.0	Chordata	2316.0	1
HiC_scaffold_11095	379	0.5356	0	26.125	Chordata	3051.0	1
HiC_scaffold_11096	379	0.5356	0	0.0	Chordata	2602.0	1
HiC_scaffold_11097	379	0.5462	0	13.0625	Chordata	3919.0	1
HiC_scaffold_11098	379	0.4855	0	13.0625	Chordata	2724.0	1
HiC_scaffold_11099	379	0.496	0	26.125	Chordata	2679.4	1
HiC_scaffold_11100	379	0.5277	0	0.0	Chordata	3128.0	1
HiC_scaffold_11101	379	0.438	0	0.0	Chordata	5418.0	0
HiC_scaffold_11102	379	0.5277	0	13.0625	Chordata	2572.0	1
HiC_scaffold_11103	379	0.5198	0	26.125	Chordata	2051.2	1
HiC_scaffold_11104	379	0.5119	0	0.0	Chordata	2838.3	1
HiC_scaffold_11105	379	0.533	0	0.0	Chordata	3277.0	1
HiC_scaffold_11106	379	0.5119	0	13.0625	Chordata	2842.0	1
HiC_scaffold_11107	379	0.5251	0	0.0	Chordata	3398.0	1
HiC_scaffold_11108	379	0.5251	0	0.0	Chordata	3184.0	1
HiC_scaffold_11109	379	0.5409	0	26.125	Chordata	3437.0	1
HiC_scaffold_11110	379	0.4354	0	0.0	Chordata	4492.5	0
HiC_scaffold_11111	379	0.5277	0	26.125	Chordata	3474.0	1
HiC_scaffold_11112	378	0.5212	0	0.0	Chordata	2424.0	1
HiC_scaffold_11113	378	0.545	0	0.0	Chordata	3490.0	1
HiC_scaffold_11114	378	0.5238	0	13.097	Chordata	3039.0	1
HiC_scaffold_11115	378	0.5635	0	0.0	Chordata	2907.0	1
HiC_scaffold_11116	378	0.4868	0	0.0	Chordata	2622.0	1
HiC_scaffold_11117	378	0.3439	0	0.0	Chordata	6106.0	1
HiC_scaffold_11118	378	0.5238	0	0.0	Chordata	2286.0	1
HiC_scaffold_11119	378	0.5238	0	0.0	Chordata	2439.0	1
HiC_scaffold_11120	378	0.5212	0	0.0	Chordata	2790.0	1
HiC_scaffold_11121	378	0.5	0	0.0	Chordata	2338.0	1
HiC_scaffold_11122	378	0.5767	0	0.0	Chordata	3586.0	1
HiC_scaffold_11123	378	0.5291	0	0.0	Chordata	3327.0	1
HiC_scaffold_11124	378	0.4048	0	0.0	Chordata	5809.0	0
HiC_scaffold_11125	378	0.5238	0	0.0	Chordata	3372.0	1
HiC_scaffold_11126	378	0.5582	0	0.0	Chordata	2157.0	1
HiC_scaffold_11127	378	0.5291	0	0.0	Chordata	3007.0	1
HiC_scaffold_11128	378	0.5265	0	0.0	Chordata	2202.0	1
HiC_scaffold_11129	378	0.5476	0	26.1941	Chordata	2550.0	1
HiC_scaffold_11130	378	0.463	0	0.0	Chordata	4674.0	0
HiC_scaffold_11131	378	0.5026	0	0.0	Chordata	3051.0	1
HiC_scaffold_11132	378	0.5503	0	26.1941	Chordata	3199.0	0
HiC_scaffold_11133	378	0.4233	0	0.0	Chordata	5332.0	0
HiC_scaffold_11134	378	0.5317	0	0.0	Chordata	3192.0	1
HiC_scaffold_11135	378	0.5238	0	0.0	Chordata	3736.0	1
HiC_scaffold_11136	378	0.537	0	0.0	Chordata	3505.0	0
HiC_scaffold_11137	378	0.5265	0	0.0	Chordata	3152.0	1
HiC_scaffold_11138	378	0.3598	0	0.0	Chordata	5557.0	1
HiC_scaffold_11139	378	0.5106	0	13.097	Chordata	2398.9	1
HiC_scaffold_11140	378	0.5132	0	0.0	Chordata	2718.0	1
HiC_scaffold_11141	378	0.537	0	13.097	Chordata	3366.0	1
HiC_scaffold_11142	378	0.5317	0	13.097	Chordata	2793.0	1
HiC_scaffold_11143	378	0.5714	0	13.097	Chordata	3795.0	1
HiC_scaffold_11144	378	0.5159	0	0.0	Chordata	2827.0	1
HiC_scaffold_11145	378	0.545	0	0.0	Chordata	2570.0	1
HiC_scaffold_11146	378	0.4206	0	0.0	Nematoda	4505.0	0
HiC_scaffold_11147	378	0.5397	0	13.097	Chordata	2145.0	1
HiC_scaffold_11148	378	0.5503	0	0.0	Chordata	3329.0	1
HiC_scaffold_11149	378	0.5608	0	0.0	Chordata	3214.0	0
HiC_scaffold_11150	378	0.5608	0	13.097	Chordata	3853.8	1
HiC_scaffold_11151	378	0.5688	0	13.097	Chordata	3577.0	1
HiC_scaffold_11152	378	0.5423	0	0.0	Chordata	3947.0	1
HiC_scaffold_11153	378	0.4974	0	13.097	Chordata	2601.0	1
HiC_scaffold_11154	378	0.5291	0	0.0	Chordata	2435.0	1
HiC_scaffold_11155	378	0.5397	0	0.0	Chordata	3728.0	1
HiC_scaffold_11156	378	0.5291	0	26.1941	Chordata	2384.0	1
HiC_scaffold_11157	378	0.5582	0	13.097	Chordata	3556.0	0
HiC_scaffold_11158	378	0.5185	0	13.097	Chordata	1058.0	1
HiC_scaffold_11159	378	0.5556	0	26.1941	Chordata	2569.0	1
HiC_scaffold_11160	378	0.5212	0	0.0	Chordata	2303.1	1
HiC_scaffold_11161	378	0.5635	0	0.0	Chordata	1897.0	1
HiC_scaffold_11162	378	0.537	0	0.0	Chordata	2639.0	1
HiC_scaffold_11163	378	0.5053	0	0.0	Chordata	2617.0	1
HiC_scaffold_11164	378	0.5608	0	0.0	Chordata	3665.0	1
HiC_scaffold_11165	378	0.5026	0	0.0	Chordata	1721.0	1
HiC_scaffold_11166	378	0.5582	0	13.097	Chordata	3343.0	1
HiC_scaffold_11167	378	0.5106	0	0.0	Chordata	2606.0	1
HiC_scaffold_11168	378	0.5582	0	0.0	Chordata	3375.0	0
HiC_scaffold_11169	378	0.5661	0	26.1941	Chordata	3010.0	1
HiC_scaffold_11170	378	0.5529	0	13.097	Chordata	2476.9	0
HiC_scaffold_11171	378	0.5132	0	0.0	Chordata	2358.0	1
HiC_scaffold_11172	378	0.5212	0	13.097	Chordata	3898.0	1
HiC_scaffold_11173	378	0.5556	0	39.2911	Chordata	4078.0	1
HiC_scaffold_11174	378	0.5635	0	0.0	Chordata	2405.0	1
HiC_scaffold_11175	378	0.5185	0	13.097	Chordata	2468.0	1
HiC_scaffold_11176	378	0.4153	0	0.0	Chordata	4257.0	1
HiC_scaffold_11177	378	0.5661	0	0.0	Chordata	3931.0	1
HiC_scaffold_11178	378	0.537	0	13.097	Chordata	3719.0	1
HiC_scaffold_11179	378	0.5132	0	0.0	Chordata	2727.0	1
HiC_scaffold_11180	378	0.5212	0	13.097	Chordata	2605.0	1
HiC_scaffold_11181	377	0.5252	0	0.0	Chordata	2760.0	1
HiC_scaffold_11182	377	0.5438	0	0.0	Chordata	3516.0	1
HiC_scaffold_11183	377	0.435	0	0.0	Chordata	5956.0	0
HiC_scaffold_11184	377	0.5464	0	0.0	Chordata	1901.4	1
HiC_scaffold_11185	377	0.5225	0	26.2635	Chordata	3501.0	1
HiC_scaffold_11186	377	0.5411	0	0.0	Chordata	3156.0	0
HiC_scaffold_11187	377	0.5119	0	13.1318	Chordata	2860.8	1
HiC_scaffold_11188	377	0.5172	0	0.0	Chordata	2858.0	0
HiC_scaffold_11189	377	0.5279	0	13.1318	Chordata	3607.0	1
HiC_scaffold_11190	377	0.5305	0	0.0	Chordata	2595.8	1
HiC_scaffold_11191	377	0.496	0	26.2635	Chordata	2711.0	1
HiC_scaffold_11192	377	0.5066	0	0.0	Chordata	1899.0	1
HiC_scaffold_11193	377	0.5146	0	26.2635	Chordata	2632.0	1
HiC_scaffold_11194	377	0.5199	0	0.0	Chordata	3026.8	1
HiC_scaffold_11195	377	0.5517	0	13.1318	Chordata	1908.0	1
HiC_scaffold_11196	377	0.5252	0	0.0	Chordata	3091.0	1
HiC_scaffold_11197	377	0.557	0	0.0	Chordata	3539.0	1
HiC_scaffold_11198	377	0.5225	0	13.1318	Chordata	2485.0	1
HiC_scaffold_11199	377	0.5729	0	0.0	Chordata	2675.0	1
HiC_scaffold_11200	377	0.5464	0	0.0	Chordata	3873.0	1
HiC_scaffold_11201	377	0.5782	0	0.0	Chordata	2964.0	1
HiC_scaffold_11202	377	0.4218	0	0.0	Chordata	5706.0	0
HiC_scaffold_11203	377	0.5358	0	0.0	Chordata	2403.0	1
HiC_scaffold_11204	377	0.5199	0	0.0	Chordata	2829.3	1
